article,dutch,english,example
het,vaandel,The banner,The soldiers carried a large banner with their crest.
het,varken,The pig,The pig was wallowing in the mud on the farm.
het,vat,The barrel,The wine was stored in a large wooden barrel.
het,veld,The field,The farmer plowed the field before planting seeds.
het,venster,The window,I looked out of the window and saw the sun.
het,verbond,The alliance,The two tribes formed an alliance for protection.
het,verdriet,The sadness,She felt a deep sense of sadness after the news.
het,verhaal,The story,The grandmother told a wonderful story to the kids.
het,verhoor,The interrogation,The suspect was taken in for a formal interrogation.
het,verkeer,The traffic,The traffic in the city center is very heavy.
het,verleden,The past,We should learn from the mistakes of the past.
het,verlof,The leave,The soldier was granted a week of leave to visit.
het,verlies,The loss,The company suffered a significant financial loss.
het,vermogen,The asset,The businessman has a large personal asset in land.
het,verraad,The betrayal,The betrayal by his friend was a shock to him.
het,verslag,The report,The journalist wrote a detailed report of the event.
het,verstand,The intellect,He has a very sharp and quick human intellect.
het,vertrek,The departure,The departure of the flight was delayed by an hour.
het,vervoer,The transport,Public transport is very efficient in this city.
het,verzet,The resistance,The resistance movement fought against the occupation.
het,verzoek,The request,The manager approved the request for a day off.
het,vesting,The fortress,The old stone fortress stood on top of the hill.
het,vet,The fat,The meat had a layer of white fat on the outside.
het,vierkant,The square,The table was in the shape of a perfect square.
het,vignet,The vignette,The book was decorated with a small gold vignette.
het,vilt,The felt,The hat was made of a soft and warm grey felt.
het,vlak,The surface,The surface of the lake was calm and smooth.
het,vlees,The meat,I bought some fresh meat at the local butcher.
het,vliegtuig,The airplane,The airplane landed safely at the airport today.
het,vlot,The raft,The children built a simple wooden raft for the pond.
het,voedsel,The food,There was plenty of delicious food at the party.
het,voertuig,The vehicle,The truck is a large vehicle used for transport.
het,volk,The people,The people gathered in the square to hear the news.
het,vonnis,The verdict,The judge delivered the final verdict in court.
het,voorstel,The proposal,The board rejected the proposal for a new building.
het,voorwoord,The preface,The author wrote a short preface for his new book.
het,vorstendom,The principality,The small principality is located in the mountains.
het,vouw,The fold,He made a sharp fold in the piece of white paper.
het,vrees,The fear,She has a great fear of spiders and insects.
het,vuur,The fire,We sat around the warm fire and told stories.
de,waarde,The value,The value of the house has increased recently.
de,waarheid,The truth,It is always better to tell the whole truth.
de,waarschuwing,The warning,The sign provided a warning about the deep water.
de,wacht,The guard,The guard stood at the entrance of the palace.
de,wand,The wall,The wall of the living room was painted blue.
de,wandeling,The walk,We took a long and peaceful walk in the park.
de,wang,The cheek,The baby has a soft and pink cheek like its mom.
de,wanne,The basket,The woman carried a large basket full of bread.
de,was,The laundry,I need to do the laundry before the weekend.
de,week,The week,I am going on holiday for one week in August.
de,weg,The road,The road to the village is narrow and winding.
de,weide,The meadow,The cows were grazing in the green meadow.
de,welwillendheid,The benevolence,The leader was known for his benevolence and kindness.
de,wenk,The hint,He gave me a subtle hint about the surprise party.
de,wens,The wish,My biggest wish is to travel around the world.
de,wereld,The world,The world is a large and very beautiful place.
de,werf,The shipyard,The large ship was built at the local shipyard.
de,werkgeversorganisatie,The employers' organization,The employers' organization negotiated with the union.
de,werking,The operation,The operation of the machine is quite simple.
de,werkplaats,The workshop,The carpenter was busy working in his workshop.
de,werkster,The cleaner,The cleaner comes to our house every Friday.
de,wet,The law,The government introduced a new law on safety.
de,wetenschap,The science,Science helps us to understand the world better.
de,wever,The weaver,The weaver made a beautiful cloth from silk.
de,weduwe,The widow,The widow lived alone in a small house near the sea.
de,wieieg,The cradle,The baby was sleeping peacefully in the wooden cradle.
de,wijk,The neighborhood,We live in a quiet and green neighborhood.
de,wijn,The wine,I enjoyed a glass of red wine with my dinner.
de,wijziging,The change,There has been a small change to the plan.
de,wil,The will,She has a very strong will to succeed in life.
de,winnaar,The winner,The winner of the race received a gold medal.
de,winst,The profit,The company made a large profit this year.
de,winter,The winter,It often snows here during the cold winter.
de,wissel,The switch,The train moved onto the other track at the switch.
de,wolk,The cloud,A large white cloud was floating in the blue sky.
de,woning,The house,They recently moved into a new and larger house.
de,woonwijk,The residential area,The residential area has many parks and schools.
de,woude,The wood,The small wood was full of birds and flowers.
de,wraak,The revenge,He wanted to take revenge for the insult.
de,wrat,The wart,The doctor removed a small wart from his hand.
de,wrijving,The friction,The friction between the two surfaces caused heat.
de,wulp,The curlew,The curlew is a large bird with a long curved bill.
het,waarborg,The guarantee,The company provides a solid guarantee for the work.
het,wagenschot,The wainscot,The walls were decorated with an oak wainscot.
het,want,The mitten,She wore a warm woolly mitten on her hand.
het,water,The water,I drank a large glass of fresh water today.
het,web,The web,The spider spun a large web between the trees.
het,wezen,The being,The human being is a complex and social animal.
het,wiel,The wheel,The wheel of the bicycle was slightly wobbly.
het,wijfje,The female,The female of the species is often larger.
het,wild,The game,The restaurant serves a selection of local game.
het,wonder,The miracle,It was a real miracle that he survived the fall.
het,woord,The word,I looked up the difficult word in the dictionary.
